from_profile;video_id;total_video_views_paid;total_video_views_organic;total_video_10s_views;total_video_complete_views;total_video_impressions_unique;total_video_impressions_viral;total_video_impressions_fan;total_video_avg_time_watched;post_reactions_like_total;post_reactions_love_total;post_reactions_wow_total;post_reactions_haha_total;post_reactions_anger_total;post_reactions_sorry_total
187062254656817;2317294021632308;0;12853;7287;3369;30998;3551;28155;20397;271;5;3;2;8;5
1559901027613381;321408185337071;0;50603;32000;7983;149747;13674;161113;14006;516;4;17;3;42;40
1559901027613381;308977456361130;0;19216;6989;1357;76081;1729;70562;9849;171;7;3;1;0;0
1559901027613381;557332654690949;0;10034;4227;516;66455;4143;60573;4955;131;1;3;4;0;14
1559901027613381;175097346727895;141064;4599925;3535339;1565765;8824762;12506857;716346;65236;147929;11651;2966;2049;5883;1332
187062254656817;1912405175735814;0;3166004;2472129;936392;4953853;1393093;234763;52009;159248;14286;882;641;90;77
187062254656817;1552048664940967;0;5820;2946;540;16102;708;14446;13123;68;2;0;2;1;0
1559901027613381;174483890096144;0;50229;28619;3976;166108;51053;144833;10866;479;4;14;11;465;239
1559901027613381;1122024184640931;26882;56951;51156;12066;285153;56794;178642;16751;1365;25;15;3;84;131
1559901027613381;2102995793065089;0;18508;5554;724;96008;16329;82391;5659;493;104;3;0;1;52
1559901027613381;2089559471260701;0;12917;4181;141;65572;2923;67849;7188;404;152;2;7;0;1
1559901027613381;1923470867949203;21467;196554;135928;44494;443469;160547;220712;49634;2939;37;241;21;154;585
187062254656817;643214486073291;0;3907;1590;341;11606;792;13359;11576;131;2;4;15;2;2
1559901027613381;1166984120144892;0;10043;3720;490;47568;1603;48091;6075;108;7;4;0;0;2
1559901027613381;2181050082215990;0;14673;5480;881;69083;2218;71825;6448;74;2;6;2;17;8
187062254656817;324638798313282;0;10257;4572;463;23139;1106;27761;20402;329;45;1;1;3;3
1559901027613381;972648096255398;0;26903;8839;65;121903;17151;118691;10560;1130;569;15;22;8;1
1559901027613381;470553180120721;0;39548;20412;4557;155493;47544;132502;18581;1343;116;32;0;2;0
1559901027613381;244877052862520;0;7097;2449;299;49593;1224;48584;5091;69;4;1;3;0;0
1559901027613381;2250378148524102;0;7878;2333;407;35373;508;34405;7464;45;2;0;1;0;0
1559901027613381;1385523151578069;0;15350;5441;239;62897;20096;52483;10919;464;74;15;0;0;0
1559901027613381;339900323447652;56;134397;81919;29836;333083;96995;446483;17343;918;6;29;5;105;204
1559901027613381;524218441338033;73818;2962557;2542866;922885;4069434;1373406;421903;39033;36834;3690;704;630;112;100
1559901027613381;984137528439246;0;28565;8858;14;130483;24938;134113;10593;1394;492;13;35;26;2
1559901027613381;2237336869869790;652927;780664;953008;201656;3365838;2537132;1086676;36735;3108;40;59;25;349;264
1559901027613381;295133417754436;156115;5381000;4069360;2164264;10177984;13257684;995125;52968;34258;2955;401;948;1313;153
1559901027613381;1016653955161729;0;28635;14825;1928;119712;10499;121072;16038;358;7;5;27;32;29
1559901027613381;2426630990710355;0;6214;2359;86;15955;460;14508;8043;31;2;0;0;1;3
1559901027613381;638563116545528;0;8771;2853;33;43949;2261;48487;10847;107;27;7;14;16;8
1559901027613381;732754780399535;0;25676;14773;1822;129710;12541;131765;11029;576;63;7;10;3;37
1559901027613381;488721044963229;0;23683;15016;2484;76186;3544;83792;10952;236;34;6;59;2;1
1559901027613381;272675366712872;0;22612;11767;1392;77504;9254;77012;7706;326;35;1;9;0;1
1559901027613381;291655604989549;0;55039;33771;7597;161671;19239;154261;28618;1289;63;7;25;18;70
1559901027613381;2184312988493920;0;20596;8473;1636;94340;12950;97061;11875;380;30;7;0;2;0
1559901027613381;481448795666718;0;36424;19852;1269;133055;11605;128529;13634;714;60;8;4;0;129
1559901027613381;2236641256606018;105402;1586671;1021177;224177;3197526;5722800;672015;19214;4509;47;459;248;64;217
1559901027613381;2122542894740350;0;4863;1682;93;21772;337;22189;8545;35;2;1;0;0;3
1559901027613381;2161912980738759;18414;43793;39169;8368;207381;30333;134665;12746;1840;140;26;73;7;0
1559901027613381;923184547874856;0;49869;31573;1955;120529;5896;140072;20284;394;11;17;18;64;145
1559901027613381;1727036590757107;0;5930;2747;508;34689;200;39004;5762;44;1;2;5;1;2
187062254656817;504638356677433;0;14162;9522;2332;32780;3077;37938;22848;325;10;8;18;7;3
1559901027613381;552560195174192;0;30404;16333;2772;134869;14309;120452;11960;836;85;16;3;1;1
1559901027613381;294526977815080;156115;5379059;4068356;2163889;10177984;13250225;994758;52964;96912;5484;1514;6531;4398;524
1559901027613381;679971219052535;0;37520;26139;4833;95025;5004;97926;19529;349;15;14;3;4;0
1559901027613381;482664362254107;0;15975;9225;2087;68781;2319;73570;12089;162;12;4;20;3;1
1559901027613381;2303653656531324;20633;17565;13263;1539;156139;45571;92074;5841;589;7;12;7;80;876
1559901027613381;1010276399159878;0;15918;10480;2652;56526;2100;58421;9916;107;2;10;2;2;21
1559901027613381;2302421969786378;13246;33418;19283;31;206101;47027;144756;13797;2266;885;26;19;10;9
187062254656817;2248766578684690;0;6778;4145;491;15835;2843;15650;21350;179;0;4;1;6;8
1559901027613381;254108601963093;0;51450;36646;7872;156485;7077;176176;17118;627;61;31;17;6;8
187062254656817;313146322797750;0;12873;6526;1593;32929;742;38979;11817;294;13;3;0;0;1
1559901027613381;252522085606118;13331;59276;45158;7503;209864;76133;127015;21912;1231;22;65;22;34;72
187062254656817;383949492144420;0;12790;7115;1888;36741;1555;35754;16251;334;1;2;6;2;7
1559901027613381;148625172752764;17453;83254;57555;8158;417018;344854;144622;17680;3518;122;160;50;574;392
1559901027613381;563439254084733;0;21047;9707;88;81770;59536;55351;31429;672;87;10;7;2;27
187062254656817;277593049746233;0;16750;7862;2630;50542;17512;47845;9842;1156;68;14;0;0;0
1559901027613381;560320777758933;51848;169487;119166;12728;794665;681219;220925;8922;5952;179;75;59;1597;8327
1559901027613381;1316474475159213;0;15448;4900;80;66486;1842;74450;11144;171;34;4;132;41;1
187062254656817;1282418438566627;0;4192;2451;317;12132;1021;13083;10829;169;4;2;1;14;0
1559901027613381;672484749811598;0;8954;3144;447;46969;1473;51939;7542;91;10;2;5;0;0
187062254656817;1444858205647427;643299;12777;239450;52618;1769397;30917;122359;4240;5667;465;34;52;9;14
1559901027613381;946988152153637;0;24477;14496;3972;78658;4628;86148;13124;192;4;1;13;27;37
1559901027613381;2231857480417729;58241;18814;34436;8913;203854;10673;109708;7493;103;3;0;0;3;83
1559901027613381;262383594411625;23370;41937;35828;10319;235620;92223;136147;10537;1207;42;28;7;12;2019
1559901027613381;241899256493746;11983;85640;72059;8170;319588;80906;160884;25759;1625;26;66;113;78;47
1559901027613381;2231850963751714;36392;91502;69825;10504;291061;96529;254787;10368;674;13;32;4;239;1006
1559901027613381;466036433909040;0;41996;18908;33;195877;61399;175541;13937;3196;1312;45;28;28;5
1559901027613381;162810151289642;4401;29659;12939;1782;139838;26323;125117;11487;1023;96;52;6;1;1
1559901027613381;863233107203446;0;39830;22428;5380;112552;11181;104251;26269;801;48;10;11;1;1
1559901027613381;550185482069763;0;3814;1354;215;17281;483;19045;8036;24;0;0;0;0;0
1559901027613381;145786033036903;0;21343;8986;104;92816;7661;94927;20819;261;19;8;1;2;0
1559901027613381;162327331360896;6203;9233;7852;1375;81639;8144;56521;8723;378;57;2;0;1;11
1559901027613381;2136561453252571;0;43779;22971;241;132596;23088;134401;19490;1582;611;28;111;37;3
1559901027613381;2231176343819176;83375;112858;100271;36526;576055;168764;455668;11684;222;9;1;1;1;26
1559901027613381;2219019931504036;0;11572;4436;214;49350;1427;55372;19080;62;9;4;24;9;0
1559901027613381;2189616787779520;0;62956;30294;454;225127;48275;232222;38260;1067;641;95;512;3196;98
1559901027613381;375463546325590;0;10248;5189;1082;35560;2591;35788;12282;125;2;1;2;6;9
1559901027613381;1724541854341800;0;6673;2689;28;43801;1052;50212;16146;93;12;2;4;7;5
1559901027613381;302721900544972;0;15888;5909;22;70894;4043;80140;13648;294;71;5;6;34;7
1559901027613381;2076454779350685;0;104513;75036;19385;369262;166978;199584;16527;4371;387;175;40;27;7
1559901027613381;338302823582365;0;19612;7299;23;81201;11281;82343;12936;751;353;10;12;4;3
1559901027613381;172681226956384;0;18424;7676;540;60122;2270;67989;15026;304;53;4;5;1;0
1559901027613381;2151809794853361;0;9803;5043;545;43579;6531;43016;8145;77;1;1;10;1;5
1559901027613381;1954625224585596;0;14484;5205;122;60215;2749;67299;9889;187;15;0;8;10;0
1559901027613381;890761604447704;0;11427;5690;911;39050;11497;38804;12215;272;31;3;6;0;0
1559901027613381;273468009963601;0;4438;1800;179;23610;227;26461;8921;32;1;0;1;0;5
1559901027613381;301926803736689;0;18821;8976;1022;51584;2132;54174;11312;137;14;4;1;14;25
1559901027613381;2230029520600525;118020;37768;71817;4185;646346;62986;245744;8486;246;15;2;5;3;4
1559901027613381;281683685998343;0;114857;85062;20748;208926;10280;134275;27543;539;20;42;186;23;13
1559901027613381;1551374651630841;0;80339;56598;12717;193994;54281;143104;20688;1483;114;33;49;13;7
1559901027613381;2189692437936122;0;105339;84525;20303;235093;36395;139306;27426;1206;28;88;6;1;2
1559901027613381;344224889481959;0;35578;17477;90;123819;18656;134476;22973;1314;414;15;21;43;6
1559901027613381;263781670939346;0;21994;11374;2410;70417;6655;75941;17058;196;6;3;1;17;24
1559901027613381;169298240624200;0;89889;47617;308;313050;182630;241859;32530;6053;3964;80;87;87;17
1559901027613381;2135848590076661;0;54467;24768;442;216718;50203;218362;45365;1426;733;123;459;1233;101
1559901027613381;231317357741782;0;30361;19489;2469;106851;12741;113858;13185;346;12;12;168;21;11
1559901027613381;2158787087725750;0;18443;9028;1374;69266;2263;75451;9026;115;2;7;0;26;65
1559901027613381;2172199562995828;0;30034;15484;1944;109707;10322;105045;10506;480;23;22;2;3;0
1559901027613381;307517026499007;0;23551;9305;58;91497;17461;93616;18198;1048;426;21;13;9;0
1559901027613381;310268039565585;0;35860;15717;61;133905;30124;130734;22878;1309;1084;18;25;106;11
1559901027613381;272102649954544;0;9650;4737;1111;45217;301;50550;11325;50;2;1;3;0;0
1559901027613381;2227087054180196;0;52485;32831;6337;166594;12625;160741;15899;751;26;47;5;3;4
1559901027613381;312337536218899;26295;54666;42738;8430;207016;13393;178407;15476;902;20;23;70;29;179
1559901027613381;1000900933423419;23905;38075;32691;10154;271234;88862;199224;17700;2670;395;50;9;2;9
1559901027613381;2167004830208283;0;13883;5874;900;55876;935;61768;13837;110;3;5;1;0;3
1559901027613381;247112596000250;0;14257;4297;501;77508;15946;76001;4705;331;3;14;3;0;21
1559901027613381;521433324982257;0;20379;10508;2832;81575;1577;88314;12789;140;1;3;3;2;0
1559901027613381;2038070669856924;0;14863;6894;333;62944;5828;70526;11878;161;5;3;2;18;57
1559901027613381;1897498990546148;0;7428;3338;554;37868;573;41654;10097;74;1;2;4;0;0
1559901027613381;1813861825316235;0;35058;24840;4029;124596;18340;123134;12043;264;4;59;18;16;44
1559901027613381;741144422892052;0;9608;2678;15;44207;1942;50915;8417;190;32;3;2;0;0
1559901027613381;384656092074170;0;11648;5771;986;53833;5276;55561;7408;95;4;3;28;8;1
1559901027613381;2163604687243363;0;10895;3394;32;48474;1281;55860;12541;127;16;12;15;7;2
1559901027613381;1027330320784334;44762;27476;42957;1784;248525;40826;153895;18515;1446;38;40;29;181;16
1559901027613381;1281560471983964;0;4186;1446;254;24450;187;27054;7728;40;0;1;3;0;0
1559901027613381;277553153078769;0;12536;4296;13;54183;2075;62878;8796;279;71;4;2;3;1
1559901027613381;464062414086113;0;9122;3585;516;41595;641;45513;8857;65;1;0;0;6;0
1559901027613381;259714881347438;21991;39875;37354;9613;208559;15604;169084;15958;791;127;12;9;107;19
1559901027613381;266249094231178;0;20935;10588;1770;105657;7761;115415;8954;304;20;7;30;98;9
1559901027613381;265703124062488;37232;33513;41476;4247;191943;23889;111715;13306;467;14;10;0;54;285
1559901027613381;2283687924993465;0;4701;2098;261;33403;2082;35992;6966;52;5;1;0;0;1
1559901027613381;1989098621146242;0;12992;3996;84;60318;2913;68717;10419;142;19;3;2;8;0
1559901027613381;367030077169968;0;11106;4295;41;54708;1988;60784;9869;259;35;5;2;0;1
1559901027613381;675568109489674;0;21022;11396;2352;78964;1543;82380;15237;206;4;3;20;3;2
1559901027613381;538837839897821;25957;28876;27853;4426;210131;56870;166294;10272;1662;203;27;8;4;20
1559901027613381;1856848127742149;0;37110;26450;4157;129315;11821;137631;18246;192;5;10;2;55;70
1559901027613381;328596277946458;0;11348;4436;760;68504;2537;70624;9120;113;2;10;1;4;3
1559901027613381;2194227757520103;0;3062;1050;101;26604;141;30494;3745;29;3;3;0;0;1
1559901027613381;709684959383180;0;11353;5343;685;60223;2028;66694;5597;84;1;8;32;0;5
1559901027613381;686485085052919;0;6408;2575;172;31668;1566;34535;7149;52;0;3;0;0;4
1559901027613381;437717643419459;0;3646;1395;189;25476;418;27889;5214;29;0;2;0;0;1
1559901027613381;540759513017136;0;34297;23180;2918;116846;17111;119407;12873;262;4;47;2;37;60
1559901027613381;474704276367873;0;18952;10557;2417;69280;6410;67909;10660;171;0;8;16;13;2
1559901027613381;296630681066772;29351;37458;41188;7425;195470;31728;116656;16021;1898;144;38;7;5;4
1559901027613381;943803839140260;58098;70905;77140;14227;483978;111378;256911;12351;4077;599;94;45;225;21
1559901027613381;233344677534169;0;43938;27542;6968;147900;14667;160942;16376;1287;186;52;36;7;3
1559901027613381;546043892491019;0;4179;1362;184;33870;793;37813;4523;34;1;0;2;0;0
1559901027613381;473122916507435;0;47542;22705;3810;196314;109820;145037;10035;1100;11;19;5;400;984
1559901027613381;596115717472528;0;25520;13841;1724;108976;17863;111369;9744;532;11;9;3;109;109
1559901027613381;336388206935262;56158;15139;41683;4042;219677;37619;100412;10170;961;24;12;6;102;680
1559901027613381;310654489744361;0;26982;13060;33;111111;24185;113476;16601;1003;278;12;7;2;0
1559901027613381;468167400368676;0;27763;13205;2025;113591;35300;98063;8920;426;33;2;1;0;1
1559901027613381;2197122903836609;0;10536;4675;0;49829;10346;52329;15167;513;287;7;5;103;97
1559901027613381;538424309921085;0;72904;48577;18154;295015;116542;230849;15360;1813;98;40;7;50;671
1559901027613381;257126718273707;0;18808;7432;1025;89042;18237;78179;7044;420;38;28;3;0;1
1559901027613381;792326714492292;0;2123;782;95;19475;136;23196;4545;13;0;0;0;0;0
1559901027613381;747481955591383;0;21600;11526;3365;106671;6593;113832;11217;311;16;31;3;0;2
1559901027613381;316083875868660;0;8753;2788;180;36947;4144;39233;6978;74;1;0;0;0;19
1559901027613381;259882724664808;0;51921;28766;9012;226021;201521;126064;10711;1988;146;28;7;5;0
1559901027613381;1900876883339582;13257;46786;30036;4665;220269;55126;159269;10656;749;33;25;15;309;388
1559901027613381;668822546838094;0;4730;1734;98;18447;772;19577;6769;48;1;0;0;0;0
1559901027613381;291687268296193;38164;37181;32253;5349;358466;88947;155770;8098;3111;154;20;22;45;485
1559901027613381;700595700297974;0;9553;3587;258;65011;7450;67250;5609;118;1;1;6;8;79
1559901027613381;246375039402863;0;8440;3950;366;43528;856;45679;8667;88;1;1;1;2;8
1559901027613381;275599379945845;47548;111127;81022;21266;403384;172164;198345;13217;4026;453;60;9;5;804
1559901027613381;685350181827551;0;19200;10228;1542;108142;16514;106197;6875;659;60;3;12;4;75
1559901027613381;279368606121383;0;18060;8564;2106;81790;6025;87022;10022;177;1;8;0;4;12
1559901027613381;996643393877217;189939;83189;157662;25281;722183;235641;263518;14163;2857;53;50;41;1993;870
1559901027613381;530595420725356;27762;37524;38263;4273;209184;36005;179978;21937;1009;11;24;12;109;440
1559901027613381;298293847634317;0;52951;31542;4726;177098;25070;190131;23076;1024;104;12;7;6;154
1559901027613381;266077390692776;7814;48709;25942;6019;226352;81520;168018;9127;1453;43;31;7;265;272
1559901027613381;1229548210542598;0;40163;30422;6952;128897;27055;129442;15792;456;41;19;271;108;21
1559901027613381;662430847462183;0;9059;5031;1329;38606;554;42350;11478;105;4;0;0;1;0
1559901027613381;534805303635147;0;31608;10685;80;139954;30387;146491;13583;1554;755;21;18;22;4
1559901027613381;2203911763222947;0;14791;9046;496;52112;1004;58570;9671;67;1;4;4;12;7
1559901027613381;2079764812338031;0;6265;2484;255;31492;434;37813;5241;47;1;3;0;0;21
1559901027613381;319399638812868;0;22198;13043;2322;86908;6166;88831;10254;377;33;17;22;7;6
1559901027613381;326849714756095;0;21118;12787;2955;81500;8805;88020;11386;269;4;7;3;41;14
1559901027613381;1248699585273322;91038;51543;92069;10155;458178;114743;154026;21185;2000;32;15;25;316;286
1559901027613381;229329101097102;0;50802;31399;9044;139199;8668;142537;17884;784;34;43;17;10;5
1559901027613381;881620925561589;0;11299;5134;576;40465;1701;45381;7775;84;0;0;0;9;29
1559901027613381;281529016002623;0;6556;2793;588;32608;371;37961;7201;60;2;4;1;0;1
1559901027613381;185592305583767;118063;84050;105024;14886;539709;225001;244713;13192;10030;1143;43;52;25;669
1559901027613381;548948795536917;0;22920;11185;1329;121364;53805;94633;6026;1042;126;34;85;0;17
1559901027613381;1709120582547254;0;17192;9781;1383;81120;1844;90022;15623;172;20;5;3;3;13
1559901027613381;2136800819868331;0;2484;905;243;20795;364;24300;3349;45;3;0;0;0;0
1559901027613381;227482828116850;0;16444;6993;532;69029;3159;76793;9836;117;4;3;2;0;5
1559901027613381;2032523907078282;0;7010;2684;187;24851;310;27963;9045;46;0;1;0;0;10
1559901027613381;497476857401891;0;2697;966;142;26534;262;32602;3805;38;2;0;0;0;0
1559901027613381;300843787167189;0;29557;17317;2558;85148;2183;94192;15869;197;8;5;84;54;10
1559901027613381;718909731784165;0;65789;40479;9118;240936;102711;197723;12060;1331;19;40;32;273;254
1559901027613381;1179334168883576;0;32553;17885;3803;173060;57389;154874;9805;637;7;20;113;265;16
1559901027613381;1002774386587464;0;30515;14260;3167;124281;16161;117912;11676;399;4;2;5;56;131
1559901027613381;1908763732750675;0;6766;3369;292;49531;2175;53577;9208;95;7;1;1;15;39
1559901027613381;2171077856485270;17714;9720;11822;1722;102766;6239;80249;7183;298;7;4;4;61;157
1559901027613381;548210045613557;0;28940;16685;2641;123267;7041;129495;10309;243;10;4;57;2;1
1559901027613381;305603983504460;0;14359;6925;981;73709;1779;83192;7924;126;5;2;1;3;22
1559901027613381;289980685167100;65223;22706;38395;4358;295060;45348;122363;8655;828;18;3;13;119;466
1559901027613381;245000296205493;21061;26323;24149;3588;199712;38003;116922;11098;743;16;11;17;139;207
1559901027613381;2090604191009856;0;41993;16948;2849;126713;5010;136250;11858;238;9;8;34;7;8
1559901027613381;2268301513402538;68673;35361;49985;7502;366071;39313;186653;9608;895;33;18;22;614;244
1559901027613381;907343329450880;0;13416;6228;915;58636;2995;65698;11454;143;3;3;4;3;1
1559901027613381;289206545243290;30972;20599;28580;3894;217075;7806;88671;14986;861;33;8;19;9;21
1559901027613381;208411849872899;42748;25352;29519;4850;228045;23589;135114;12298;905;24;10;109;27;142
1559901027613381;287878101814569;0;6911;2952;561;34715;547;39412;10273;83;2;0;1;1;0
1559901027613381;245001829540462;10327;10744;11474;1684;65044;1714;52563;9513;108;4;2;0;1;9
1559901027613381;245759679416164;0;39912;22943;8091;150683;4272;151613;17908;424;17;1;69;4;1
1559901027613381;1125364537626280;85894;64090;83733;28631;530072;90928;310350;21780;3212;51;32;94;41;147
1559901027613381;911562535708481;45277;19740;33248;9256;211351;22423;92809;13184;857;31;13;4;7;2
1559901027613381;264827471041604;8732;19006;13283;2372;133923;14625;88727;12228;613;4;10;8;46;92
1559901027613381;2022206594496732;105992;119466;103616;16922;697841;304184;255518;9190;9996;2465;70;13;10;401
1559901027613381;862044110665997;0;40396;27857;4670;158694;41023;147714;9931;662;16;14;11;84;600
1559901027613381;2083240495259400;0;26149;12770;2126;113929;8342;117923;9066;205;1;28;1;0;126
1559901027613381;320356998542193;0;8822;4309;1155;34442;2593;38119;7040;90;2;2;8;0;1
1559901027613381;279418959340658;0;10304;3902;501;78875;2153;91616;5057;92;6;1;0;31;42
1559901027613381;264997564345233;4718;41258;22696;72;204858;71166;164819;22133;2264;565;47;26;61;17
1559901027613381;305229506725268;0;8393;3310;305;46946;586;52758;6893;45;0;1;1;1;0
1559901027613381;2236978016534339;0;14622;5381;23;89377;5160;100432;8770;190;18;4;9;16;2
1559901027613381;658036901245253;79494;32749;70786;16249;378846;55971;195918;9924;2263;336;28;78;63;14
1559901027613381;230276090999413;0;22392;10601;1219;129592;33242;125337;5657;384;11;3;2;412;173
1559901027613381;702479760137863;17894;81440;58850;10196;331875;226950;144352;29441;2615;155;118;197;299;66
1559901027613381;455022448327121;0;17649;8710;1288;94994;4328;104926;12165;197;17;5;4;7;1
1559901027613381;545269759237229;0;13338;6458;722;50397;733;58380;8737;68;9;0;1;0;12
1559901027613381;1866775600057912;0;23347;11167;2082;102559;4215;106114;9298;325;49;26;1;0;2
1559901027613381;907910592727390;0;11228;5416;356;51248;514;59965;8317;76;2;2;1;9;7
1559901027613381;314232969344085;0;27134;10792;34;136054;23854;143165;10164;831;202;16;20;2;4
1559901027613381;550166518749386;116938;37340;76966;16537;407723;56164;199766;11299;2547;176;23;16;62;435
1559901027613381;968936456641642;10529;12900;11595;2854;80364;4915;66710;8981;189;3;15;40;5;4
1559901027613381;325266711354545;60307;34345;55348;8283;294254;67725;116175;10320;2865;53;29;15;138;339
1559901027613381;915011142033242;28080;14931;21477;2651;226480;9384;93299;7007;330;10;11;5;42;45
1559901027613381;675405906157338;71042;44806;60064;13408;296779;100224;174984;9881;1648;27;29;26;584;1109
1559901027613381;2077713555890723;0;30936;15967;4535;146197;19293;146489;14705;581;49;55;5;1;1
1559901027613381;394596124405960;0;28408;15935;2190;141601;42629;114298;8132;1486;394;10;0;3;154
1559901027613381;223274691876326;29747;12066;20362;2670;231483;7447;81972;7906;804;27;10;12;5;132
1559901027613381;330328431049658;0;19284;10091;1501;92188;5248;96905;8778;238;18;3;5;2;1
1559901027613381;292052178054176;12865;17873;15980;4021;142412;7720;110826;8512;337;47;7;10;5;3
1559901027613381;263638907605175;5982;21015;13294;4024;94641;19724;81791;14377;207;5;9;10;11;18
1559901027613381;281288542480025;32880;30090;30556;8644;272589;39895;147588;10042;1171;44;13;35;10;5
1559901027613381;520887568382737;92498;26555;51566;8768;386181;39634;197869;8724;1349;29;20;15;321;431
1559901027613381;718065478546445;0;3700;1404;361;33587;732;39142;3405;76;5;1;0;0;0
1559901027613381;2296731527221694;94145;111316;161061;50703;546040;175122;345110;19813;2404;58;166;360;722;174
1559901027613381;476123782870438;74716;41566;66299;12815;472803;155398;222337;9328;3107;47;51;35;989;866
1559901027613381;489917168195328;49551;24016;31864;7205;212971;22442;145821;10504;798;8;10;11;57;299
1559901027613381;218979515638302;91312;101269;132644;28075;515223;127008;283710;16798;2811;164;45;466;129;20
1559901027613381;1075560872602342;14027;18141;18179;2796;138747;13110;114767;9176;414;71;12;17;28;11
1559901027613381;1657782027667243;24924;14315;29512;3239;147093;13408;70635;14980;272;18;9;55;177;13
1559901027613381;1190733271080526;77346;39583;56552;8937;320452;84467;237697;9401;1342;16;13;12;673;770
1559901027613381;233222397366626;0;58968;29939;6641;254662;85541;203124;11570;2766;216;98;10;1;6
1559901027613381;295026534609896;54510;13800;32568;3411;198538;12861;51223;10025;605;87;12;42;4;2
1559901027613381;1813363802104055;39027;64137;77777;12159;266946;49759;166153;15525;1033;57;121;20;2;3
1559901027613381;2193758737574497;0;4775;1555;122;29602;75;33974;5057;34;0;3;1;0;0
1559901027613381;247768142444296;0;71030;32425;5540;239717;114820;187566;11034;1060;24;34;26;835;450
1559901027613381;2215746815362129;50405;26159;31283;2220;197652;20971;142745;10085;128;3;1;0;17;64
1559901027613381;1117462681739558;27314;80415;62251;8949;377481;190755;243689;11705;2535;29;45;30;951;458
1559901027613381;2659224304301678;0;101146;66986;19630;377638;187525;287757;15593;1693;59;21;129;935;45
1559901027613381;235654937090618;0;27119;13953;1272;147060;57900;129347;10075;1468;35;7;11;91;387
1559901027613381;248738235785664;0;11619;5624;685;65536;3673;74257;6509;97;1;5;10;34;9
1559901027613381;483123658869096;0;33970;17036;3759;163725;30291;168835;11702;628;12;15;7;80;253
1559901027613381;463866037453342;44932;37938;34675;3183;248300;47429;157441;9938;1915;183;15;26;38;378
1559901027613381;697038390664140;0;11810;4900;517;64491;3951;69138;14475;143;5;6;2;4;9
1559901027613381;855346871337011;0;23171;11689;2045;118656;4581;125308;9977;200;7;7;138;18;4
1559901027613381;456242641552337;35237;53842;53827;15606;339031;124612;181252;11398;1288;28;39;13;155;295
1559901027613381;1797235627061940;0;7269;3489;741;43846;2581;47692;6554;79;3;3;0;0;0
1559901027613381;317448035468467;0;21716;9510;1367;80826;1485;90905;8693;102;2;5;7;26;5
1559901027613381;2127111090689727;131827;67762;97663;21580;668763;275199;279686;7930;7914;514;42;44;51;1341
1559901027613381;1923891521245057;36654;20340;26147;4662;183854;32764;133829;8371;691;9;12;6;168;514
1559901027613381;1399709976830789;0;25935;9662;1714;99077;14748;102090;11818;431;15;2;9;32;48
1559901027613381;328994184326822;0;13069;5910;732;78468;856;84817;10631;146;7;1;1;12;3
1559901027613381;2214508908819253;344111;2446092;1812132;523110;6161042;7895478;1342268;34659;1786;132;26;9;17;218
1559901027613381;702073273486184;22393;14943;23066;2217;110062;1340;66439;13412;140;2;3;21;14;3
1559901027613381;241977733187069;0;5719;2327;286;24427;262;26010;7682;69;8;0;1;0;0
1559901027613381;303588200223869;34144;25585;33355;7081;271891;21219;127484;9105;602;11;4;9;104;170
1559901027613381;238133936897794;7276;6792;6130;577;64936;2001;50371;6633;166;24;1;1;0;0
1559901027613381;316422005817473;6705;27942;17328;2903;142490;32476;113164;8929;310;6;8;6;71;99
1559901027613381;325688851512368;366562;321979;363240;96622;2235142;1583079;550251;18215;28112;2462;495;157;1195;3215
1559901027613381;314834575935656;52604;17535;26309;4532;231809;50527;193879;5958;1031;13;13;34;269;714
1559901027613381;2213879305548880;482721;1283873;1004136;148821;7035397;7710893;760882;15314;1145;6;20;8;276;753
1559901027613381;2191624401082448;13207;14931;12689;2597;119301;5175;95671;8520;227;7;4;28;11;2
1559901027613381;236578480337226;104029;40155;67479;19201;650065;247768;273742;7586;5168;68;28;58;523;1697
1559901027613381;489739448156171;7645;25488;19009;4402;140614;11137;153887;10187;350;14;9;8;56;38
1559901027613381;288215821768467;101227;32748;56522;3304;623458;50608;233232;13252;2298;95;20;4;12;257
1559901027613381;228760844460731;0;26957;13003;1866;128611;44098;130997;7878;490;39;5;66;2;1
1559901027613381;244065396257707;8899;31922;22932;3951;224347;45498;218118;9165;713;25;26;132;109;42
1559901027613381;1687793881321813;20511;60064;38825;8415;346717;111740;290565;10426;3481;388;49;13;16;12
1559901027613381;1819516024823062;0;16981;7173;1359;109764;6543;127935;6751;157;1;7;0;2;44
1559901027613381;714692638882025;28672;40238;32691;3349;279261;78349;274385;11257;484;6;3;5;38;140
1559901027613381;533289053774557;36688;29221;34725;5373;261523;53308;247184;10158;1164;25;13;6;98;611
1559901027613381;512129809227644;0;31914;16801;1840;155570;17196;190947;9459;263;15;11;14;129;27
1559901027613381;466721080403708;0;34800;17720;4797;178274;9043;220191;10319;304;14;4;96;3;47
1559901027613381;492989074502927;0;10719;2778;73;60577;915;77607;5017;133;11;0;0;0;0
1559901027613381;328076081268324;66451;47633;54544;11134;448913;123732;297146;8620;1184;39;20;33;1243;263
1559901027613381;283307989166623;106503;129738;134883;33159;835209;566178;395878;21041;3526;76;58;51;2067;4386
1559901027613381;312192129542469;0;15944;9570;2494;81010;6117;96432;9458;238;4;10;4;1;0
1559901027613381;872150706306857;0;18534;9474;1388;144965;7955;176687;7475;256;3;12;1;3;70
